Timestamp,Building_ID,Energy_Usage (kWh),Temperature (°C),Humidity (%),Building_Type,Occupancy_Level
2025-01-04 20:00:00,B012,320.51,31.62,43.71,Educational,Low
2025-01-04 21:00:00,B012,451.79,18.78,44.61,Educational,High
2025-01-04 22:00:00,B012,154.99,18.49,45.59,Educational,High
2025-01-04 23:00:00,B012,490.91,6.58,71.73,Educational,Medium
2025-01-05 00:00:00,B012,185.31,17.61,86.74,Educational,High
2025-01-05 01:00:00,B012,339.59,7.72,61.53,Educational,High
2025-01-05 02:00:00,B012,254.42,26.32,57.38,Educational,High
2025-01-05 03:00:00,B012,323.44,24.15,55.78,Educational,High
2025-01-05 04:00:00,B012,117.32,7.3,37.86,Educational,High
2025-01-05 05:00:00,B012,66.33,0.11,84.33,Educational,Medium
2025-01-05 06:00:00,B012,246.37,8.7,83.29,Educational,Low
2025-01-05 07:00:00,B012,273.69,0.54,41.62,Educational,Low
2025-01-05 08:00:00,B012,368.87,-8.18,33.08,Educational,Low
2025-01-05 09:00:00,B012,61.66,11.66,43.51,Educational,High
2025-01-05 10:00:00,B012,412.68,14.01,36.33,Educational,Low
2025-01-05 11:00:00,B012,493.23,30.64,61.72,Educational,High
2025-01-05 12:00:00,B012,269.38,-3.41,82.06,Educational,High
2025-01-05 13:00:00,B012,387.12,0.58,82.7,Educational,High
2025-01-05 14:00:00,B012,136.46,-0.07,32.84,Educational,High
2025-01-05 15:00:00,B012,242.03,8.63,76.7,Educational,High
2025-01-05 16:00:00,B012,389.58,9.77,77.09,Educational,High
2025-01-05 17:00:00,B012,104.71,-9.89,85.06,Educational,Medium
2025-01-05 18:00:00,B012,417.78,19.32,55.44,Educational,Low
2025-01-05 19:00:00,B012,81.52,14.1,89.42,Educational,Low
2025-01-05 20:00:00,B012,197.31,27.22,76.14,Educational,High
2025-01-05 21:00:00,B012,188.32,24.81,82.71,Educational,Low
2025-01-05 22:00:00,B012,467.33,7.24,39.11,Educational,Medium
2025-01-05 23:00:00,B012,471.98,25.06,66.33,Educational,Low
2025-01-06 00:00:00,B012,181.5,13.88,37.29,Educational,Low
2025-01-06 01:00:00,B012,224.13,27.52,52.9,Educational,High
2025-01-06 02:00:00,B012,364.32,28.4,67.94,Educational,Low
2025-01-06 03:00:00,B012,81.63,32.67,64.42,Educational,High
2025-01-06 04:00:00,B012,322.13,21.53,65.63,Educational,High
2025-01-06 05:00:00,B012,467.27,-7.09,36.79,Educational,Low
2025-01-06 06:00:00,B012,198.36,13.95,35.18,Educational,High
2025-01-06 07:00:00,B012,232.13,27.02,65.61,Educational,Medium
2025-01-06 08:00:00,B012,247.11,-3.61,81.35,Educational,High
2025-01-06 09:00:00,B012,201.15,27.95,31.64,Educational,Medium
2025-01-06 10:00:00,B012,175.21,8.18,78.38,Educational,Low
2025-01-06 11:00:00,B012,148.62,28.82,83.63,Educational,Low
2025-01-06 12:00:00,B012,94.59,28.77,80.23,Educational,Low
2025-01-06 13:00:00,B012,416.26,13.33,84.69,Educational,High
2025-01-06 14:00:00,B012,350.45,31.09,56.22,Educational,High
2025-01-06 15:00:00,B012,434.56,-6.35,80.62,Educational,Low
2025-01-06 16:00:00,B012,494.71,26.69,83.85,Educational,High
2025-01-06 17:00:00,B012,372.77,6.59,42.92,Educational,High
2025-01-06 18:00:00,B012,462.57,24.28,49.86,Educational,High
2025-01-06 19:00:00,B012,175.52,32.71,51.56,Educational,Medium
2025-01-06 20:00:00,B012,401.76,21.47,37.71,Educational,High
2025-01-06 21:00:00,B012,327.4,8.73,60.18,Educational,Medium
2025-01-06 22:00:00,B012,454.4,0.98,47.15,Educational,Low
2025-01-06 23:00:00,B012,180.83,4.76,56.34,Educational,High
2025-01-07 00:00:00,B012,343.03,24.45,51.47,Educational,High
2025-01-07 01:00:00,B012,50.82,5.32,78.79,Educational,High
2025-01-07 02:00:00,B012,303.72,-0.79,84.95,Educational,Medium
2025-01-07 03:00:00,B012,115.73,22.59,34.51,Educational,Medium
2025-01-07 04:00:00,B012,223.3,-4.93,86.81,Educational,High
2025-01-07 05:00:00,B012,473.39,27.32,34.65,Educational,Low
2025-01-07 06:00:00,B012,320.81,31.85,81.4,Educational,Low
2025-01-07 07:00:00,B012,101.45,17.07,54.08,Educational,Medium
2025-01-07 08:00:00,B012,253.36,32.32,76.9,Educational,High
2025-01-07 09:00:00,B012,392.24,32.11,60.71,Educational,Medium
2025-01-07 10:00:00,B012,218.78,-4.98,54.97,Educational,Medium
2025-01-07 11:00:00,B012,247.42,9.44,63.41,Educational,High
2025-01-07 12:00:00,B012,357.72,-7.22,58.19,Educational,Medium
2025-01-07 13:00:00,B012,304.67,3.52,47.71,Educational,Medium
2025-01-07 14:00:00,B012,330.21,0.39,85.22,Educational,High
2025-01-07 15:00:00,B012,464.01,-7.91,50.56,Educational,Medium
2025-01-07 16:00:00,B012,229.32,-7.02,43.75,Educational,High
2025-01-07 17:00:00,B012,237.58,27.75,67.38,Educational,Low
2025-01-07 18:00:00,B012,391.99,-0.5,87.16,Educational,Medium
2025-01-07 19:00:00,B012,241.91,31.34,64.58,Educational,Medium
2025-01-07 20:00:00,B012,237.67,0.07,73.41,Educational,Low
2025-01-07 21:00:00,B012,374.54,6.18,77.43,Educational,Medium
2025-01-07 22:00:00,B012,212.89,10.88,55.43,Educational,Medium
2025-01-07 23:00:00,B012,232.7,26.38,65.71,Educational,Medium
2025-01-08 00:00:00,B012,395.9,14.83,54.82,Educational,Low
2025-01-08 01:00:00,B012,68.91,-6.88,30.45,Educational,Low
2025-01-08 02:00:00,B012,92.21,19.39,49.99,Educational,High
2025-01-08 03:00:00,B012,324.16,17.43,47.79,Educational,Low
2025-01-08 04:00:00,B012,124.62,-7.61,41.5,Educational,Medium
2025-01-08 05:00:00,B012,351.73,-0.2,70.6,Educational,Medium
2025-01-08 06:00:00,B012,116.24,12.9,85.31,Educational,Medium
2025-01-08 07:00:00,B012,485.94,19.27,70.55,Educational,High
2025-01-08 08:00:00,B012,438.95,25.16,57.45,Educational,Low
2025-01-08 09:00:00,B012,223.73,9.91,61.42,Educational,Medium
2025-01-08 10:00:00,B012,258.44,29.67,84.21,Educational,High
2025-01-08 11:00:00,B012,166.34,30.11,58.96,Educational,Low
2025-01-08 12:00:00,B012,59.17,27.97,85.7,Educational,Medium
2025-01-08 13:00:00,B012,430.61,19.95,64.84,Educational,High
2025-01-08 14:00:00,B012,322.86,-0.97,50.63,Educational,Low
2025-01-08 15:00:00,B012,404.36,10.3,37.02,Educational,Medium
2025-01-08 16:00:00,B012,193.1,5.25,75.1,Educational,Low
2025-01-08 17:00:00,B012,467.21,28.43,79.81,Educational,Low
2025-01-08 18:00:00,B012,405.56,25.25,37.88,Educational,Low
2025-01-08 19:00:00,B012,253.63,30.5,71.72,Educational,Low
2025-01-08 20:00:00,B012,269.81,-7.1,59.16,Educational,Medium
2025-01-08 21:00:00,B012,340.55,-1.67,42.37,Educational,Low
2025-01-08 22:00:00,B012,63.08,13.46,58.27,Educational,Medium
2025-01-08 23:00:00,B012,443.25,23.72,81.49,Educational,High
2025-01-09 00:00:00,B012,459.98,33.61,59.81,Educational,High
2025-01-09 01:00:00,B012,498.1,13.77,80.4,Educational,Medium
2025-01-09 02:00:00,B012,106.21,33.96,89.13,Educational,Medium
2025-01-09 03:00:00,B012,179.9,-4.27,47.76,Educational,Medium
2025-01-09 04:00:00,B012,369.48,-1.96,36.37,Educational,High
2025-01-09 05:00:00,B012,81.91,5.0,31.07,Educational,Low
2025-01-09 06:00:00,B012,338.31,-7.18,87.88,Educational,Low
2025-01-09 07:00:00,B012,50.64,16.07,78.95,Educational,High
2025-01-09 08:00:00,B012,65.43,30.79,85.11,Educational,Medium
2025-01-09 09:00:00,B012,232.63,19.77,87.2,Educational,Medium
2025-01-09 10:00:00,B012,234.22,24.78,54.23,Educational,Low
2025-01-09 11:00:00,B012,95.63,-4.02,38.38,Educational,Medium
2025-01-09 12:00:00,B012,117.13,16.64,47.69,Educational,High
2025-01-09 13:00:00,B012,248.63,3.17,65.31,Educational,Low
2025-01-09 14:00:00,B012,75.25,17.31,61.81,Educational,Low
2025-01-09 15:00:00,B012,474.07,17.42,76.98,Educational,Medium
2025-01-09 16:00:00,B012,249.82,10.69,88.79,Educational,Medium
2025-01-09 17:00:00,B012,151.13,5.13,43.42,Educational,High
2025-01-09 18:00:00,B012,448.28,5.53,52.47,Educational,Low
2025-01-09 19:00:00,B012,267.49,23.39,41.55,Educational,High
2025-01-09 20:00:00,B012,270.74,20.67,35.14,Educational,Low
2025-01-09 21:00:00,B012,358.09,31.28,54.51,Educational,Medium
2025-01-09 22:00:00,B012,433.04,4.2,87.84,Educational,Low
2025-01-09 23:00:00,B012,353.48,-1.19,39.14,Educational,Low
2025-01-10 00:00:00,B012,115.77,27.34,68.73,Educational,Low
2025-01-10 01:00:00,B012,210.67,32.12,80.55,Educational,Low
2025-01-10 02:00:00,B012,182.52,15.82,49.29,Educational,Medium
2025-01-10 03:00:00,B012,246.81,11.23,59.92,Educational,High
2025-01-10 04:00:00,B012,174.1,-0.77,77.9,Educational,Low
2025-01-10 05:00:00,B012,63.09,31.89,86.95,Educational,High
2025-01-10 06:00:00,B012,205.09,22.07,36.04,Educational,High
2025-01-10 07:00:00,B012,430.03,17.02,38.06,Educational,Low
2025-01-10 08:00:00,B012,168.88,3.63,63.34,Educational,Low
2025-01-10 09:00:00,B012,200.38,5.79,33.1,Educational,Low
2025-01-10 10:00:00,B012,236.91,24.44,34.89,Educational,High
2025-01-10 11:00:00,B012,184.42,-9.54,71.74,Educational,Medium
2025-01-10 12:00:00,B012,237.65,26.59,76.0,Educational,Medium
2025-01-10 13:00:00,B012,374.14,26.5,38.32,Educational,High
2025-01-10 14:00:00,B012,383.59,23.89,88.34,Educational,Low
2025-01-10 15:00:00,B012,292.14,-0.27,48.6,Educational,High
2025-01-10 16:00:00,B012,287.81,33.88,65.37,Educational,Medium
2025-01-10 17:00:00,B012,330.71,6.95,34.66,Educational,High
2025-01-10 18:00:00,B012,341.1,-2.3,67.84,Educational,Low
2025-01-10 19:00:00,B012,215.21,-4.38,54.29,Educational,High
2025-01-10 20:00:00,B012,159.42,15.78,58.25,Educational,Medium
2025-01-10 21:00:00,B012,480.38,19.73,64.93,Educational,Low
2025-01-10 22:00:00,B012,334.43,-2.55,48.88,Educational,Low
2025-01-10 23:00:00,B012,476.3,28.03,88.96,Educational,High
2025-01-11 00:00:00,B012,454.8,-7.54,63.97,Educational,Medium
2025-01-11 01:00:00,B012,491.37,18.2,82.9,Educational,Low
2025-01-11 02:00:00,B012,406.51,-6.19,66.02,Educational,Medium
2025-01-11 03:00:00,B012,491.63,24.86,56.91,Educational,High
2025-01-11 04:00:00,B012,65.31,9.22,64.66,Educational,Low
2025-01-11 05:00:00,B012,246.03,13.23,35.8,Educational,Medium
2025-01-11 06:00:00,B012,99.21,8.22,78.28,Educational,Medium
2025-01-11 07:00:00,B012,327.14,34.88,47.52,Educational,Medium
2025-01-11 08:00:00,B012,144.26,-8.28,82.35,Educational,Medium
2025-01-11 09:00:00,B012,154.39,34.31,60.14,Educational,Low
2025-01-11 10:00:00,B012,299.96,2.16,86.24,Educational,Medium
2025-01-11 11:00:00,B012,200.69,14.02,57.15,Educational,Low
2025-01-11 12:00:00,B012,181.18,4.46,30.91,Educational,Low
2025-01-11 13:00:00,B012,319.49,24.37,87.41,Educational,Low
2025-01-11 14:00:00,B012,455.57,15.04,71.09,Educational,High
2025-01-11 15:00:00,B012,231.49,11.19,83.72,Educational,High
2025-01-11 16:00:00,B012,294.27,30.8,40.88,Educational,Medium
2025-01-11 17:00:00,B012,122.96,15.96,84.68,Educational,Low
2025-01-11 18:00:00,B012,182.69,28.96,51.13,Educational,Medium
2025-01-11 19:00:00,B012,388.44,6.21,44.13,Educational,High
2025-01-11 20:00:00,B012,419.7,18.72,38.21,Educational,High
2025-01-11 21:00:00,B012,196.89,-7.74,54.26,Educational,Medium
2025-01-11 22:00:00,B012,429.18,34.68,51.98,Educational,High
2025-01-11 23:00:00,B012,104.91,16.42,47.84,Educational,Medium
2025-01-12 00:00:00,B012,75.92,-2.39,75.28,Educational,Low
2025-01-12 01:00:00,B012,407.74,-9.13,60.33,Educational,High
2025-01-12 02:00:00,B012,148.45,29.21,33.18,Educational,Low
2025-01-12 03:00:00,B012,327.12,4.18,73.26,Educational,Medium
2025-01-12 04:00:00,B012,470.25,6.55,71.16,Educational,High
2025-01-12 05:00:00,B012,295.7,6.85,38.09,Educational,High
2025-01-12 06:00:00,B012,176.95,14.22,40.7,Educational,Low
2025-01-12 07:00:00,B012,207.46,25.52,35.97,Educational,Low
2025-01-12 08:00:00,B012,301.39,-9.88,51.94,Educational,Medium
2025-01-12 09:00:00,B012,440.15,23.56,35.07,Educational,Low
2025-01-12 10:00:00,B012,353.93,2.68,30.93,Educational,Low
2025-01-12 11:00:00,B012,162.47,26.75,57.92,Educational,Medium
2025-01-12 12:00:00,B012,485.01,2.68,65.33,Educational,High
2025-01-12 13:00:00,B012,102.53,-8.37,66.51,Educational,High
2025-01-12 14:00:00,B012,365.62,-0.61,54.34,Educational,High
2025-01-12 15:00:00,B012,194.98,4.63,62.03,Educational,Medium
2025-01-12 16:00:00,B012,67.14,29.49,47.81,Educational,Medium
2025-01-12 17:00:00,B012,331.32,30.69,84.44,Educational,Low
2025-01-12 18:00:00,B012,149.28,13.97,43.46,Educational,High
2025-01-12 19:00:00,B012,349.93,8.51,71.01,Educational,Medium
2025-01-12 20:00:00,B012,463.4,7.13,60.93,Educational,Low
2025-01-12 21:00:00,B012,243.86,31.77,50.14,Educational,Low
2025-01-12 22:00:00,B012,354.9,-5.37,58.45,Educational,High
2025-01-12 23:00:00,B012,453.51,29.23,60.66,Educational,High
2025-01-13 00:00:00,B012,150.34,2.73,55.65,Educational,Medium
2025-01-13 01:00:00,B012,461.02,23.27,51.9,Educational,High
2025-01-13 02:00:00,B012,472.92,1.26,48.87,Educational,Medium
2025-01-13 03:00:00,B012,392.73,12.56,82.93,Educational,Medium
2025-01-13 04:00:00,B012,483.05,-9.33,83.44,Educational,High
2025-01-13 05:00:00,B012,230.39,27.47,70.3,Educational,High
2025-01-13 06:00:00,B012,160.48,0.99,78.85,Educational,Medium
2025-01-13 07:00:00,B012,418.51,29.94,62.95,Educational,High
2025-01-13 08:00:00,B012,116.37,14.65,72.67,Educational,Low
2025-01-13 09:00:00,B012,471.0,25.31,69.17,Educational,High
2025-01-13 10:00:00,B012,349.63,-1.86,57.47,Educational,Low
2025-01-13 11:00:00,B012,381.54,-9.25,59.78,Educational,Low
2025-01-13 12:00:00,B012,373.88,15.11,43.4,Educational,Medium
2025-01-13 13:00:00,B012,96.57,10.86,68.88,Educational,High
2025-01-13 14:00:00,B012,464.87,29.94,54.31,Educational,High
2025-01-13 15:00:00,B012,185.76,20.01,86.68,Educational,Low
2025-01-13 16:00:00,B012,312.89,18.52,73.04,Educational,Medium
2025-01-13 17:00:00,B012,426.17,27.33,39.47,Educational,High
2025-01-13 18:00:00,B012,83.89,18.84,78.92,Educational,High
2025-01-13 19:00:00,B012,496.88,24.67,61.04,Educational,Medium
2025-01-13 20:00:00,B012,172.3,34.69,40.99,Educational,Low
2025-01-13 21:00:00,B012,270.71,27.62,78.82,Educational,Medium
2025-01-13 22:00:00,B012,333.08,13.4,88.24,Educational,Low
2025-01-13 23:00:00,B012,115.08,7.87,36.15,Educational,High
2025-01-14 00:00:00,B012,434.63,-3.26,86.76,Educational,High
2025-01-14 01:00:00,B012,455.53,33.7,84.57,Educational,High
2025-01-14 02:00:00,B012,267.29,18.21,60.26,Educational,High
2025-01-14 03:00:00,B012,361.45,1.31,84.58,Educational,Medium
2025-01-14 04:00:00,B012,238.83,-3.64,73.39,Educational,Low
2025-01-14 05:00:00,B012,178.75,1.65,85.22,Educational,Low
2025-01-14 06:00:00,B012,191.74,4.18,30.52,Educational,Medium
2025-01-14 07:00:00,B012,85.33,27.13,62.85,Educational,Medium
2025-01-14 08:00:00,B012,157.56,17.12,68.84,Educational,Medium
2025-01-14 09:00:00,B012,393.22,-8.5,57.32,Educational,High
2025-01-14 10:00:00,B012,223.47,5.54,65.52,Educational,High
2025-01-14 11:00:00,B012,242.94,24.76,58.87,Educational,Medium
2025-01-14 12:00:00,B012,455.74,-6.83,84.1,Educational,Low
2025-01-14 13:00:00,B012,83.64,-8.06,39.39,Educational,High
2025-01-14 14:00:00,B012,165.07,24.36,72.63,Educational,Low
2025-01-14 15:00:00,B012,265.76,11.67,48.28,Educational,Low
2025-01-14 16:00:00,B012,372.46,33.78,33.03,Educational,Low
2025-01-14 17:00:00,B012,150.24,28.08,79.09,Educational,High
2025-01-14 18:00:00,B012,210.85,27.59,37.71,Educational,Low
2025-01-14 19:00:00,B012,189.06,27.98,43.04,Educational,High
2025-01-14 20:00:00,B012,399.79,5.42,69.68,Educational,Low
2025-01-14 21:00:00,B012,141.67,24.34,44.48,Educational,Low
2025-01-14 22:00:00,B012,310.31,34.38,89.99,Educational,Medium
2025-01-14 23:00:00,B012,391.99,7.39,75.2,Educational,High
2025-01-15 00:00:00,B012,59.0,-7.49,85.1,Educational,Medium
2025-01-15 01:00:00,B012,301.04,10.99,64.55,Educational,High
2025-01-15 02:00:00,B012,298.48,28.08,49.19,Educational,Low
2025-01-15 03:00:00,B012,261.69,2.54,52.79,Educational,Low
2025-01-15 04:00:00,B012,311.08,18.64,51.11,Educational,High
2025-01-15 05:00:00,B012,325.23,-4.02,45.18,Educational,Low
2025-01-15 06:00:00,B012,82.67,0.95,31.17,Educational,Low
2025-01-15 07:00:00,B012,344.74,-7.25,56.2,Educational,High
2025-01-15 08:00:00,B012,408.73,32.27,66.24,Educational,Low
2025-01-15 09:00:00,B012,198.34,-6.74,89.64,Educational,High
2025-01-15 10:00:00,B012,458.67,15.89,34.18,Educational,Medium
2025-01-15 11:00:00,B012,137.52,-1.0,58.17,Educational,High
2025-01-15 12:00:00,B012,398.8,24.0,66.26,Educational,High
2025-01-15 13:00:00,B012,265.2,18.7,71.21,Educational,High
2025-01-15 14:00:00,B012,453.94,10.6,67.58,Educational,Low
2025-01-15 15:00:00,B012,253.13,15.23,65.06,Educational,Medium
2025-01-15 16:00:00,B012,290.86,31.07,30.94,Educational,Medium
2025-01-15 17:00:00,B012,83.14,-9.71,39.04,Educational,High
2025-01-15 18:00:00,B012,328.01,-3.81,32.24,Educational,Medium
2025-01-15 19:00:00,B012,155.45,13.14,77.85,Educational,High
2025-01-15 20:00:00,B012,268.82,2.43,53.87,Educational,High
2025-01-15 21:00:00,B012,145.48,23.23,86.9,Educational,Medium
2025-01-15 22:00:00,B012,169.8,5.12,49.75,Educational,High
2025-01-15 23:00:00,B012,129.24,33.75,66.92,Educational,High
2025-01-01 00:00:00,B013,452.71,-1.66,32.35,Commercial,High
2025-01-01 01:00:00,B013,308.67,17.16,71.21,Commercial,Low
2025-01-01 02:00:00,B013,372.14,-7.71,59.86,Commercial,Low
2025-01-01 03:00:00,B013,366.36,31.78,71.18,Commercial,Low
2025-01-01 04:00:00,B013,242.26,26.51,70.27,Commercial,Medium
2025-01-01 05:00:00,B013,365.06,34.86,32.02,Commercial,Medium
2025-01-01 06:00:00,B013,314.02,-0.26,52.95,Commercial,Low
2025-01-01 07:00:00,B013,330.1,4.61,57.44,Commercial,Medium
2025-01-01 08:00:00,B013,195.8,28.89,76.54,Commercial,Medium
2025-01-01 09:00:00,B013,118.69,5.65,54.73,Commercial,Medium
2025-01-01 10:00:00,B013,72.18,21.67,54.73,Commercial,Medium
2025-01-01 11:00:00,B013,365.88,21.88,61.13,Commercial,Low
2025-01-01 12:00:00,B013,180.43,3.79,39.65,Commercial,High
2025-01-01 13:00:00,B013,491.99,28.79,76.32,Commercial,Low
2025-01-01 14:00:00,B013,262.92,15.28,78.52,Commercial,High
2025-01-01 15:00:00,B013,122.98,-3.74,63.82,Commercial,High
2025-01-01 16:00:00,B013,348.79,0.83,37.14,Commercial,Low
2025-01-01 17:00:00,B013,313.0,-0.4,35.43,Commercial,High
2025-01-01 18:00:00,B013,236.33,24.18,82.45,Commercial,High
2025-01-01 19:00:00,B013,286.1,1.85,52.48,Commercial,High
2025-01-01 20:00:00,B013,324.74,-5.01,70.95,Commercial,High
2025-01-01 21:00:00,B013,482.01,10.54,64.22,Commercial,High
2025-01-01 22:00:00,B013,387.85,28.3,70.7,Commercial,Low
2025-01-01 23:00:00,B013,360.61,16.74,38.66,Commercial,Medium
2025-01-02 00:00:00,B013,99.4,19.14,56.26,Commercial,High
2025-01-02 01:00:00,B013,76.62,24.49,82.96,Commercial,Medium
2025-01-02 02:00:00,B013,141.02,21.04,30.64,Commercial,Medium
2025-01-02 03:00:00,B013,127.78,27.04,77.9,Commercial,Low
2025-01-02 04:00:00,B013,55.07,5.86,59.94,Commercial,High
2025-01-02 05:00:00,B013,197.75,0.11,57.86,Commercial,Medium
2025-01-02 06:00:00,B013,447.8,5.21,64.57,Commercial,Low
2025-01-02 07:00:00,B013,292.08,1.14,35.54,Commercial,High
2025-01-02 08:00:00,B013,127.67,23.82,77.48,Commercial,Medium
2025-01-02 09:00:00,B013,469.92,11.95,67.73,Commercial,High
2025-01-02 10:00:00,B013,227.42,21.45,35.27,Commercial,High
2025-01-02 11:00:00,B013,311.8,-4.66,72.02,Commercial,Medium
2025-01-02 12:00:00,B013,134.29,18.52,65.43,Commercial,Low
2025-01-02 13:00:00,B013,72.92,11.49,84.39,Commercial,Medium
2025-01-02 14:00:00,B013,143.39,-0.63,46.57,Commercial,Medium
2025-01-02 15:00:00,B013,322.82,28.06,47.74,Commercial,Medium
2025-01-02 16:00:00,B013,384.67,7.78,35.72,Commercial,Low
2025-01-02 17:00:00,B013,190.48,5.17,39.93,Commercial,Low
2025-01-02 18:00:00,B013,135.32,26.31,46.54,Commercial,Medium
2025-01-02 19:00:00,B013,387.2,22.17,46.84,Commercial,Low
2025-01-02 20:00:00,B013,276.68,26.65,79.16,Commercial,High
2025-01-02 21:00:00,B013,117.76,-5.26,79.52,Commercial,Medium
2025-01-02 22:00:00,B013,476.54,26.87,63.14,Commercial,High
2025-01-02 23:00:00,B013,495.21,17.48,66.77,Commercial,Medium
2025-01-03 00:00:00,B013,154.46,-2.48,75.57,Commercial,Low
2025-01-03 01:00:00,B013,482.19,5.46,88.23,Commercial,Low
2025-01-03 02:00:00,B013,257.73,19.6,78.95,Commercial,Low
2025-01-03 03:00:00,B013,456.41,13.04,84.34,Commercial,High
2025-01-03 04:00:00,B013,331.24,-1.52,44.89,Commercial,Low
2025-01-03 05:00:00,B013,275.48,19.65,71.16,Commercial,Low
2025-01-03 06:00:00,B013,177.24,3.81,43.16,Commercial,High
2025-01-03 07:00:00,B013,334.64,14.85,65.15,Commercial,Low
2025-01-03 08:00:00,B013,456.03,20.97,33.7,Commercial,Medium
2025-01-03 09:00:00,B013,300.87,-1.3,70.89,Commercial,Low
2025-01-03 10:00:00,B013,386.69,17.09,63.9,Commercial,High
2025-01-03 11:00:00,B013,381.52,8.3,33.76,Commercial,High
2025-01-03 12:00:00,B013,487.15,-9.16,67.56,Commercial,High
2025-01-03 13:00:00,B013,195.46,29.94,70.21,Commercial,Medium
2025-01-03 14:00:00,B013,125.9,-6.05,38.36,Commercial,Low
2025-01-03 15:00:00,B013,428.06,-6.93,34.7,Commercial,Medium
2025-01-03 16:00:00,B013,461.86,10.83,68.82,Commercial,Medium
2025-01-03 17:00:00,B013,120.21,29.13,36.57,Commercial,Medium
2025-01-03 18:00:00,B013,87.64,15.44,63.11,Commercial,Low
2025-01-03 19:00:00,B013,176.75,15.85,30.78,Commercial,Low
2025-01-03 20:00:00,B013,147.72,23.46,32.58,Commercial,Low
2025-01-03 21:00:00,B013,479.97,13.54,84.79,Commercial,High
2025-01-03 22:00:00,B013,336.94,3.81,55.91,Commercial,High
2025-01-03 23:00:00,B013,289.02,22.88,35.66,Commercial,Low
2025-01-04 00:00:00,B013,181.07,33.77,81.43,Commercial,High
2025-01-04 01:00:00,B013,470.19,5.61,84.05,Commercial,Low
2025-01-04 02:00:00,B013,379.76,23.14,31.1,Commercial,Low
2025-01-04 03:00:00,B013,218.87,-3.72,42.64,Commercial,Low
2025-01-04 04:00:00,B013,294.26,25.58,42.08,Commercial,Low
2025-01-04 05:00:00,B013,82.45,-0.43,38.99,Commercial,High
2025-01-04 06:00:00,B013,136.19,28.78,36.89,Commercial,Medium
2025-01-04 07:00:00,B013,464.13,29.6,59.0,Commercial,Medium
2025-01-04 08:00:00,B013,318.37,31.3,65.13,Commercial,High
2025-01-04 09:00:00,B013,412.24,3.98,41.41,Commercial,High
2025-01-04 10:00:00,B013,81.07,21.56,61.1,Commercial,Low
2025-01-04 11:00:00,B013,483.15,0.41,52.05,Commercial,Medium
2025-01-04 12:00:00,B013,441.42,6.95,82.84,Commercial,High
2025-01-04 13:00:00,B013,136.1,1.55,37.49,Commercial,Low
2025-01-04 14:00:00,B013,212.7,-0.09,60.44,Commercial,Low
2025-01-04 15:00:00,B013,385.99,22.41,69.57,Commercial,Medium
2025-01-04 16:00:00,B013,273.93,28.26,44.82,Commercial,Low
2025-01-04 17:00:00,B013,58.2,6.5,73.73,Commercial,Medium
2025-01-04 18:00:00,B013,205.06,23.67,84.46,Commercial,Low
2025-01-04 19:00:00,B013,298.34,12.8,49.1,Commercial,Medium
2025-01-04 20:00:00,B013,70.29,15.81,40.87,Commercial,Low
2025-01-04 21:00:00,B013,139.08,-6.07,73.06,Commercial,High
2025-01-04 22:00:00,B013,471.68,28.13,44.75,Commercial,Low
2025-01-04 23:00:00,B013,479.11,23.11,71.3,Commercial,High
2025-01-05 00:00:00,B013,376.64,32.83,74.29,Commercial,High
2025-01-05 01:00:00,B013,450.47,-9.15,54.86,Commercial,Low
2025-01-05 02:00:00,B013,190.7,-4.14,79.6,Commercial,Low
2025-01-05 03:00:00,B013,100.68,12.25,58.01,Commercial,Low
2025-01-05 04:00:00,B013,409.89,6.5,75.72,Commercial,High
2025-01-05 05:00:00,B013,423.53,-2.31,52.34,Commercial,Low
2025-01-05 06:00:00,B013,447.43,-5.09,35.74,Commercial,High
2025-01-05 07:00:00,B013,105.46,28.84,31.89,Commercial,Low
2025-01-05 08:00:00,B013,116.2,24.49,32.09,Commercial,Medium
2025-01-05 09:00:00,B013,85.99,17.11,81.04,Commercial,High
2025-01-05 10:00:00,B013,327.67,25.93,82.55,Commercial,Medium
2025-01-05 11:00:00,B013,270.63,17.97,73.75,Commercial,Low
2025-01-05 12:00:00,B013,294.91,-8.24,57.87,Commercial,Low
2025-01-05 13:00:00,B013,314.47,0.09,65.28,Commercial,Low
2025-01-05 14:00:00,B013,104.16,30.95,80.79,Commercial,High
2025-01-05 15:00:00,B013,200.64,12.84,76.78,Commercial,High
2025-01-05 16:00:00,B013,302.27,5.99,64.13,Commercial,Medium
2025-01-05 17:00:00,B013,487.04,34.82,44.44,Commercial,Low
2025-01-05 18:00:00,B013,194.84,28.34,52.86,Commercial,Medium
2025-01-05 19:00:00,B013,128.84,9.1,36.89,Commercial,High
2025-01-05 20:00:00,B013,130.16,-5.8,50.36,Commercial,Low
2025-01-05 21:00:00,B013,263.49,28.85,40.45,Commercial,High
2025-01-05 22:00:00,B013,96.26,10.11,86.5,Commercial,High
2025-01-05 23:00:00,B013,324.33,11.17,55.8,Commercial,Low
2025-01-06 00:00:00,B013,82.15,34.2,87.01,Commercial,High
2025-01-06 01:00:00,B013,57.9,18.37,68.91,Commercial,Medium
2025-01-06 02:00:00,B013,132.57,17.15,33.39,Commercial,Medium
2025-01-06 03:00:00,B013,452.89,16.01,69.37,Commercial,High
2025-01-06 04:00:00,B013,432.66,34.13,88.57,Commercial,High
